pr_articul,pr_categories,pr_header,pr_price,pr_stock,pr_url,pr_weight
"
                            040030230014
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp3"" 316/316Ti
                ","
                    Katalogpreis: 67,04 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp3-316-316Ti/040030230014,
"
                            040030211414
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZST. IG-IG-IG-IG Rp1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 14,33 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZST.-IG-IG-IG-IG-Rp1.1-4-316-316Ti/040030211414,
"
                            040030203414
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp3/4"" 316/316Ti
                ","
                    Katalogpreis: 7,52 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp3-4-316-316Ti/040030203414,
"
                            040030203814
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp3/8"" 316/316Ti
                ","
                    Katalogpreis: 4,73 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp3-8-316-316Ti/040030203814,
"
                            040030211214
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZST. IG-IG-IG-IG Rp1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 16,90 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZST.-IG-IG-IG-IG-Rp1.1-2-316-316Ti/040030211214,
"
                            040030210014
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp1"" 316/316Ti
                ","
                    Katalogpreis: 9,35 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp1-316-316Ti/040030210014,
"
                            040030201814
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp1/8"" 316/316Ti
                ","
                    Katalogpreis: 4,21 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp1-8-316-316Ti/040030201814,
"
                            040030201414
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp1/4"" 316/316Ti
                ","
                    Katalogpreis: 4,21 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp1-4-316-316Ti/040030201414,
"
                            040030201214
                        ","Rohrverbindungen, Industriefittings, ","
                    KREUZSTÜCK IG-IG-IG-IG Rp1/2"" 316/316Ti
                ","
                    Katalogpreis: 5,36 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/KREUZSTUECK-IG-IG-IG-IG-Rp1-2-316-316Ti/040030201214,
"
                            040030140014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp4"" 316/316Ti
                ","
                    Katalogpreis: 49,97 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp4-316-316Ti/040030140014,"
            0.04 kg
        "
"
                            040030120014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp2"" 316/316Ti
                ","
                    Katalogpreis: 10,63 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp2-316-316Ti/040030120014,"
            0.532 kg
        "
"
                            040030121214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 22,95 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp2.1-2-316-316Ti/040030121214,"
            0.04 kg
        "
"
                            040030130014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp3"" 316/316Ti
                ","
                    Katalogpreis: 30,25 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-316-316Ti/040030130014,"
            0.04 kg
        "
"
                            040030111414
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 5,91 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1.1-4-316-316Ti/040030111414,"
            0.229 kg
        "
"
                            040030120004112
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp2""-1.1/2"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 14,95 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp2-1.1-2-316-316Ti-IG-IG/040030120004112,
"
                            040030111404100
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp1.1/4""-1"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 8,32 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1.1-4-1-316-316Ti-IG-IG/040030111404100,
"
                            040030111214
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 7,42 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1.1-2-316-316Ti/040030111214,"
            0.526 kg
        "
"
                            040030111204114
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp1.1/2""-1.1/4"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 10,39 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1.1-2-1.1-4-316-316Ti-IG-IG/040030111204114,
"
                            040030110004034
                        ","Rohrverbindungen, Industriefittings, ","
                    RED-WINKEL 90 Rp1""-3/4"" 316/316Ti IG-IG
                ","
                    Katalogpreis: 5,38 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1-3-4-316-316Ti-IG-IG/040030110004034,
"
                            040030110014
                        ","Rohrverbindungen, Industriefittings, ","
                    WINKEL 90 IG-IG Rp1"" 316/316Ti
                ","
                    Katalogpreis: 3,83 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1-316-316Ti/040030110014,"
            0.153 kg
        "
"
                            040030003814
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG. KUGELHAHN IG-IG Rp3/8 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 19,78 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp3-8-316Ti-FREIER-DURCHGANG/040030003814,
"
                            040030003414
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG. KUGELHAHN IG-IG Rp3/4"" 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 26,73 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp3-4-316Ti-FREIER-DURCHGANG/040030003414,"
            0.43 kg
        "
"
                            040030003804
                        ","Rohrverbindungen, Industriefittings, ","
                    1-TLG. KUGELHAHN IG-IG Rp3/8"" 316Ti RED. DURCHGANG
                ","
                    Katalogpreis: 13,08 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp3-8-316Ti-RED.-DURCHGANG/040030003804,"
            0.43 kg
        "
"
                            040030001414
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG. KUGELHAHN IG-IG Rp1/4"" 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 19,78 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-4-316Ti-FREIER-DURCHGANG/040030001414,"
            0.27 kg
        "
"
                            040030003404
                        ","Rohrverbindungen, Industriefittings, ","
                    1-TLG. KUGELHAHN IG-IG Rp3/4"" 316Ti RED. DURCHGANG
                ","
                    Katalogpreis: 17,71 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp3-4-316Ti-RED.-DURCHGANG/040030003404,"
            0.43 kg
        "
"
                            040030010004
                        ","Rohrverbindungen, Industriefittings, ","
                    1-TLG. KUGELHAHN IG-IG Rp1"" 316Ti RED. DURCHGANG
                ","
                    Katalogpreis: 20,80 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-316Ti-RED.-DURCHGANG/040030010004,"
            0.43 kg
        "
"
                            040030001214
                        ","Rohrverbindungen, Industriefittings, ","
                    2-TLG. KUGELHAHN IG-IG Rp1/2"" 316Ti FREIER DURCHGANG
                ","
                    Katalogpreis: 21,88 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-2-316Ti-FREIER-DURCHGANG/040030001214,"
            0.43 kg
        "
"
                            040030001404
                        ","Rohrverbindungen, Industriefittings, ","
                    1-TLG. KUGELHAHN IG-IG Rp1/4"" 316Ti RED. DURCHGANG
                ","
                    Katalogpreis: 13,08 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-4-316Ti-RED.-DURCHGANG/040030001404,"
            0.43 kg
        "
